350.445	49850.1	2.32E+05
352.445	49963	2.32E+05
354.445	49389.7	2.33E+05
356.445	49722.5	2.30E+05
358.445	49049.7	2.30E+05
360.445	49363.4	2.27E+05
362.445	49335.5	2.28E+05
364.445	49294.5	2.28E+05
366.445	49334	2.26E+05
368.445	49213.8	2.27E+05
370.445	49169.9	2.27E+05
372.445	49376.5	2.24E+05
374.445	48970.6	2.25E+05
376.445	48911.9	2.23E+05
378.445	49253.4	2.24E+05
380.445	48533.9	2.24E+05
382.445	48913.4	2.22E+05
384.445	48831.3	2.23E+05
386.445	48599.8	2.22E+05
388.445	48825.5	2.21E+05
390.445	48484.1	2.21E+05
392.445	49534.9	2.19E+05
394.445	49181.6	2.20E+05
396.445	48573.4	2.21E+05
398.445	48533.9	2.19E+05
400.445	48217.4	2.20E+05
402.445	48711.2	2.19E+05
404.445	48318.5	2.18E+05
406.445	48793.2	2.18E+05
408.445	48604.2	2.17E+05
410.445	48428.4	2.18E+05
412.445	48841.6	2.18E+05
414.445	48406.4	2.17E+05
416.445	48736.1	2.17E+05
418.445	49102.5	2.15E+05
420.445	48113.4	2.16E+05
422.445	48277.5	2.16E+05
424.445	48381.5	2.14E+05
426.445	48906.1	2.14E+05
428.445	48780	2.14E+05
430.445	47908.3	2.14E+05
432.445	48794.7	2.14E+05
434.445	48027	2.12E+05
436.445	48126.6	2.13E+05
438.445	48466.5	2.12E+05
440.445	49199.2	2.13E+05
442.445	48741.9	2.14E+05
444.445	48894.3	2.13E+05
446.445	48237.9	2.12E+05
448.445	49552.5	2.13E+05
450.445	48777.1	2.13E+05
452.445	48363.9	2.12E+05
454.445	48385.9	2.12E+05
456.445	48541.2	2.12E+05
458.445	48807.9	2.14E+05
460.445	48944.2	2.14E+05
462.445	48440.1	2.15E+05
464.445	49161.1	2.14E+05
466.445	48586.6	2.15E+05
468.445	49347.2	2.14E+05
470.445	49313.5	2.17E+05
472.445	49038	2.17E+05
474.445	49240.2	2.18E+05
476.445	48572	2.16E+05
478.445	49309.1	2.17E+05
480.445	49216.8	2.15E+05
482.445	49426.4	2.15E+05
484.445	49212.4	2.13E+05
486.445	49193.3	2.13E+05
488.445	49338.4	2.11E+05
490.445	49575.9	2.09E+05
492.445	49149.4	2.06E+05
494.445	49200.7	2.05E+05
496.445	49191.9	2.02E+05
498.445	48690.7	2.00E+05
500.445	48649.6	1.99E+05
502.445	49313.5	1.98E+05
504.445	48809.3	1.96E+05
506.445	48730.2	1.95E+05
508.445	49326.7	1.93E+05
510.445	48796.2	1.91E+05
512.445	48509	1.91E+05
514.445	48702.4	1.90E+05
516.445	48829.9	1.91E+05
518.445	48863.6	1.90E+05
520.445	49205.1	1.89E+05
522.445	48680.4	1.90E+05
524.445	49515.8	1.90E+05
526.445	49719.6	1.89E+05
528.445	49181.6	1.90E+05
530.445	49391.2	1.89E+05
532.445	49172.8	1.90E+05
534.445	48615.9	1.90E+05
536.445	48868	1.90E+05
538.445	49023.3	1.91E+05
540.445	49272.5	1.90E+05
542.445	48901.7	1.93E+05
544.445	48179.3	1.92E+05
546.445	49117.1	1.93E+05
548.445	48994	1.93E+05
550.445	48818.1	1.91E+05
552.445	49401.5	1.93E+05
554.445	49621.4	1.92E+05
556.445	49422	1.94E+05
558.445	49345.8	1.94E+05
560.445	49449.8	1.94E+05
562.445	49312.1	1.94E+05
564.445	50046.5	1.94E+05
566.445	49395.6	1.95E+05
568.445	49842.7	1.94E+05
570.445	49458.6	1.96E+05
572.445	49743	1.98E+05
574.445	49567.1	1.97E+05
576.445	49596.4	1.98E+05
578.445	49489.4	1.99E+05
580.445	50087.6	1.98E+05
582.445	49024.8	1.98E+05
584.445	49285.7	1.99E+05
586.445	50068.5	2.01E+05
588.445	49842.7	2.00E+05
590.445	49518.7	2.01E+05
592.445	50083.2	2.01E+05
594.445	50059.7	2.00E+05
596.445	50196.1	2.02E+05
598.445	50218.1	2.01E+05
600.445	49323.8	2.01E+05
602.445	50014.3	2.03E+05
604.445	49555.4	2.02E+05
606.445	49652.1	2.02E+05
608.445	49636	2.04E+05
610.445	50040.7	2.04E+05
612.445	49533.4	2.03E+05
614.445	49703.5	2.05E+05
616.445	49517.3	2.04E+05
618.445	49643.3	2.04E+05
620.445	49524.6	2.03E+05
622.445	49910.2	2.05E+05
624.445	49977.6	2.05E+05
626.445	50504.1	2.07E+05
628.445	49765	2.08E+05
630.445	49963	2.05E+05
632.445	50732.9	2.07E+05
634.445	49433.7	2.06E+05
636.445	49967.4	2.07E+05
638.445	49898.5	2.06E+05
640.445	49794.4	2.07E+05
642.445	50111.1	2.08E+05
644.445	49779.7	2.07E+05
646.445	49688.8	2.08E+05
648.445	50511.4	2.09E+05
650.445	49540.7	2.10E+05
652.445	50907.5	2.08E+05
654.445	50263.6	2.09E+05
656.445	49592	2.08E+05
658.445	49982	2.10E+05
660.445	50407.3	2.09E+05
662.445	50400	2.11E+05
664.445	49917.5	2.10E+05
666.445	50432.2	2.09E+05
668.445	49638.9	2.11E+05
670.445	50185.9	2.11E+05
672.445	50241.6	2.10E+05
674.445	49751.8	2.11E+05
676.445	50314.9	2.11E+05
678.445	50480.6	2.11E+05
680.445	50766.7	2.11E+05
682.445	50159.5	2.11E+05
684.445	50888.4	2.13E+05
686.445	50130.1	2.12E+05
688.445	50163.9	2.13E+05
690.445	50702.1	2.15E+05
692.445	50027.5	2.13E+05
694.445	50724.1	2.15E+05
696.445	50505.6	2.15E+05
698.445	51627.9	2.13E+05
700.445	50801.9	2.15E+05
702.445	50080.3	2.15E+05
704.445	51061.5	2.16E+05
706.445	50844.4	2.16E+05
708.445	50898.7	2.16E+05
710.445	51109.9	2.16E+05
712.445	51017.5	2.17E+05
714.445	50445.4	2.18E+05
716.445	51413.7	2.18E+05
718.445	50263.6	2.19E+05
720.445	51605.9	2.19E+05
722.445	51252.3	2.19E+05
724.445	51133.4	2.19E+05
726.445	51884.7	2.21E+05
728.445	51325.6	2.20E+05
730.445	51699.8	2.22E+05
732.445	51554.5	2.23E+05
734.445	51917	2.23E+05
736.445	52301.6	2.24E+05
738.445	52787.6	2.24E+05
740.445	52056.5	2.25E+05
742.445	51836.3	2.25E+05
744.445	52379.4	2.25E+05
746.445	52577.6	2.26E+05
748.445	53278.1	2.27E+05
750.445	52968.2	2.27E+05
752.445	52956.5	2.28E+05
754.445	52933	2.30E+05
756.445	53269.3	2.32E+05
758.445	54139	2.31E+05
760.445	54281.5	2.32E+05
762.445	54137.5	2.35E+05
764.445	54779.8	2.34E+05
766.445	54718	2.35E+05
768.445	54957.6	2.36E+05
